gid,clave_de_centro_de_trabajo,nombre_de_centro_de_trabajo,latitud,longitud,tipo_de_vialidad,nombre_de_calle,numero_exterior,numero_interior,nombre_del_proveedor_mc,tipo_de_conectividad,estatus
113176,09NDI0548X,CENDI IMSS GUARDERIA VIII,19.42291583,-99.17224,CALLE,HAMBURGO Y TOLEDO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,INSTALADO
111324,-,CENTRO DE DESARROLLO INFANTIL FRANCISCO GONZÁLEZ BOCANEGRA,19.446205,-99.1334083,CALLE,FRANCISCO GONZALEZ BOCANEGRA 82 SIN NÚMERO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
111323,-,CENTRO DE DESARROLLO INFANTIL MAPIMI,19.4578439,-99.1255922,CALLE,MAPIMI 19 SIN NÚMERO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,IMPLEMENTADO
111322,-,BATALLON DE SAN BLAS,19.4528453,-99.1390622,EJE VIAL,LAZARO CARDENAS 448 SIN NÚMERO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,INSTALADO
111312,9NDI36X,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 48,19.4402764,-99.1471086,CALLE,HEROES 38 SIN NÚMERO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,INSTALADO
111170,09FLB0001O,CENTRAL DE LABORATORIOS Y TALLERES NÚMERO 1 ENRIQUE BELTRAN CASTILLO,19.4178507,-99.1337763,CALLE,LORENZO BOTURINI Y XOCONGO TRANSITO,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,EN PROCESO DE INSTALACIÓN
111163,09FMB0007H,CENTRO DE MAESTROS LUIS ÁLVAREZ BARRET,19.4184281,-99.1647294,CALLE,JALAPA NO. 100 ROMA SUR,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,EN PROCESO DE INSTALACIÓN
111162,09DPR1675F,BENITO JUÁREZ,19.410263,-99.159743,CALLE,JALAPA NO 272 ROMA SUR,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,EN PROCESO DE INSTALACIÓN
100716,09DSN0004L,FELIPE CARRILLO PUERTO,19.441731,-99.159993,CALLE,ALFONSO HERRERA,2,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100715,09DJN0040Z,ELENA ZAPATA,19.45070076,-99.16179657,CALLE,CEDRO,205,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100714,09NDI0250O,CENTRO DE DESARROLLO INFANTIL BUGAMBILIA,19.45389,-99.152838,CALLE,FLORES MAGON Y MARIANO AZUELA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100713,09NDI0245C,CENTRO DE DESARROLLO INFANTIL LA DALIA,19.452118,-99.160394,CALLE,FRESNO CARPIO Y E ANCONA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100712,09NDI0034Z,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 56,19.453734,-99.161243,CALLE,CEDRO,299,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100711,09NDI0249Z,CENTRO DE DESARROLLO INFANTIL SAN COSME,19.442284,-99.162526,CALLE,RVA. SAN COSME Y G. BARREDA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100709,09NDI0246B,CENTRO DE DESARROLLO INFANTIL MELCHOR OCAMPO,19.410784,-99.162486,CALLE,MONTERREY Y CAMPECHE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100708,09DJN0829V,VITO ALESSIO ROBLES,19.41926193,-99.15987396,CALLE,ORIZABA,94,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100707,09DJN0754V,CUAUHTÉMOC,19.418309,-99.170839,CALLE,COZUMEL,55,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100706,09NDI0396I,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 3,19.411663,-99.156176,CALLE,ANOTNIO M ANZA,24,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100704,09DPR2394D,MAESTRO JULIAN CARRILLO,19.46057129,-99.13249969,CALLE,ENRICO CARUSO,98,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100703,09DJN0109O,GALACIÓN GÓMEZ,19.46070671,-99.13300323,CALLE,TETRAZZINI,97,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100702,09DJN0245S,ESTADO DE MICHOACAN,19.459857,-99.130432,CALLE,RICHARD WAGNER,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100701,09NDI0254K,CENTRO DE DESARROLLO INFANTIL SAN JOAQUIN,19.462123,-99.138981,CALLE,SHUBERT,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100700,09DJN0718Q,JUAN DE DIOS PEZA,19.413247,-99.137767,CALLE,JUAN DE DIOS PEZA,111,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100699,09NDI0007B,CENTRO DE DESARROLLO INFANTIL SE SEDATU CARMEN SERDAN,19.417994,-99.141136,CALLE,RAFAEL ANGEL DE LA PEÑA,43,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100698,09DJN0190F,MIGUEL E. SCHULTZ,19.41267204,-99.13398743,AVENIDA,JOSE TOMAS CUELLAR,176,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100697,09DJN0799R,MARGARITA ISAS PEREA,19.419451,-99.149048,CALLE,DOCTOR ILDELFONSO VELASCO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100695,09NDI0569J,CENTRO DE DESARROLLO INFANTIL HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,19.411489,-99.153737,CALLE,DR MARQUEZ,162,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
100694,09NDI0526L,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL 5 PLANTA ALTA,19.422821,-99.150861,CALLE,DR LUCIO Y CLAUDIO BERNARD,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100693,09NDI0499E,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL NÚMERO 4,19.423508,-99.145989,CALLE,DR LAVISTA Y ESQ DR. ANDRADE,54,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100692,09NDI0285D,CENTRO DE DESARROLLO INFANTIL JOSÉ MARÍA PINO SUAREZ,19.420475,-99.149194,CALLE,DR NAVARRO,100,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100691,09NDI0259F,CENTRO DE DESARROLLO INFANTIL MORELIA,19.408307,-99.149633,CALLE,DR VERTIZ Y DR UGARTE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100690,09NDI0247A,CENTRO DE DESARROLLO INFANTIL HIDALGO,19.413465,-99.146407,CALLE,DR ARCE Y DR ANDRADE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100688,09NDI0059H,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL 2 LUZ MARÍA GÓMEZ PEZUELA,19.422934,-99.151065,CALLE,CLAUDIO BERNARD Y DR LUCIO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100687,09NDI0030C,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 50,19.416445,-99.148383,CALLE,DR. GARCIA DIEGO,93,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100686,09NDI0028O,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 42,19.41882,-99.143861,CALLE,DR. VELASCO,2,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100685,09DJN0748K,UNIDAD ARTISTICA Y CULTURAL DEL BOSQUE,19.416222,-99.177933,AVENIDA,2 SUR (JUAN ESCUTIA),112,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
100684,09DJN0745N,ISLANDIA,19.40204811,-99.17073822,AVENIDA,NUEVO LEON,268,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100682,09NDI0255J,CENTRO DE DESARROLLO INFANTIL BEETHOVEN,19.459916,-99.130241,CALLE,BEETHOVEN Y WAGNER,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
100680,09NDI0552J,CENTRO DE DESARROLLO INFANTIL IMSS 52,19.437073,-99.168055,CALLE,FCO LORENZANA,10,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100679,09NDI0371Z,CENTRO DE DESARROLLO INFANTIL IMSS II,19.433334,-99.164711,CALLE,VILLALONGIN,117,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
100678,09DJN1095I,ESTANCIA JARDIN INFANTIL # 20 DIF,19.40667343,-99.14948273,EJE VIAL,3 SUR (DOCTOR IGNACIO MORONES PRIETO),100,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
86538,09DPR1166C,SUIZA,19.414991,-99.145236,CALLE,DR. BARRAGAN NO. 189 COL. DOCTORES NO.,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
86502,09DPR0929K,QUETZALCOATL,19.412093,-99.132329,CALLE,RAMON ALDANA PAULINO NAVARRO NO.,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86498,09DPR0907Z,18 DE MARZO,19.40412,-99.141653,CALLE,"ALGARIN, JOSE MA. BUSTILLOS 
 NO. 60",SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
86493,09FBC0006B,CENTRO DE TAREAS Y CONVIVENCIA FAMILIAR NÚMERO 6,19.449005,-99.147994,CALLE,ZARAGOZA COLONIA GUERRERO NO. 231,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86492,09DPR0850O,GUSTAVO PEDRO MAHR,19.449005,-99.147994,CALLE,ZARAGOZA COL. GUERRERO NO. 231,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86460,09DML0072Q,ESCUELA NACIONAL PARA CIEGOS LICENCIADO IGNACIO TRIGUEROS,19.435096,-99.12719,CALLE,MIXCALCO COLONIA CENTRO NO. 6,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86447,09DML0068D,CENTRO DE ATENCIÓN MÚLTIPLE NÚMERO 33,19.450648,-99.135411,CALLE,ALMACENES COLONIA UNIDAD NONOALCO TLATELOLCO NO. 84,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
86430,09DLT0001F,CENTRO DE ACTUALIZACIÓN DEL MAGISTERIO EN EL DF,19.442856,-99.162289,CALLE,FRESNO COLONIA SANTA MARIA LA RIBERA NO. 15,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86388,09DES0103D,REPEBLICA MEXICANA,19.430432,-99.15342,CALLE,ABRAHAM GONZALEZ COLONIA JUAREZ NO. 47,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
86378,09DES0011N,ADRIANA GARCÍA CORRAL,19.438524,-99.139819,CALLE,BELISARIO DOMINGUEZ COLONIA CENTRO NO. 5,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86377,09DES0006B,CARLOTA JASO,19.436381,-99.129972,CALLE,SAN IDELFONSO COLONIA CENTRO NO. 46,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86369,09FLB0001O,FELIPE SEVILLA DEL RIO,19.419185,-99.131554,CALLE,LORENZO BOTURINI Y XOCONGO COLONIA TRANSITO NO.,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
86139,09DST0063L,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACIÓN REGULAR NÚMERO 65,19.434649,-99.13003,CALLE,GUATEMALA Y DEL CARMEN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85936,09DPR2529B,ALBERTO CORREA,19.418753,-99.165228,CALLE,COLIMA,291,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85930,09DPR2482Y,ALFREDO E. URUCHURTU,19.438113,-99.12529,CALLE,MANUEL DOBLADO,75,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85928,09DPR2478L,LUIS MURILLO,19.44011,-99.136636,CALLE,INCAS,7,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
85924,09DPR2453C,GUELATAO DE JUAREZ,19.420177,-99.135808,CALLE,5 DE FEBRERO,188,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85921,09DPR2442X,ESTADO DE TLAXCALA,19.408826,-99.127567,CALLE,ENRIQUE BORDES MANGEL,4000,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85920,09DPR2441Y,FRAY LUIS DE LEÓN,19.442175,-99.146462,CALLE,PEDRO MORENO,141,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85919,09DPR2431R,FRAY BARTOLOME DE LAS CASAS,19.441137,-99.149949,CALLE,ZARAGOZA,64,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
85918,09DPR2427E,ESTADO DE VERACRUZ,19.440412,-99.146054,CALLE,ZARCO,55,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
85915,09DPR2414A,EZEQUIEL A. CHAVEZ,19.448451,-99.161486,CALLE,MIRTO,11,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85913,09DPR2384X,PROFRA. VICENTA TRUJILLO,19.452115,-99.142255,CALLE,LERDO,246,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85911,09DPR2379L,DOCTOR BELISARIO DOMÍNGUEZ,19.439008,-99.147228,CALLE,HÉROES,25,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
85908,09DPR2364J,REPUBLICA DE PANAMA,19.437414,-99.129276,CALLE,CARMEN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85907,09DPR2361M,RODOLFO MENENDEZ,19.436139,-99.12889,CALLE,SAN ILDEFONSO,59,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
85903,09DPR2330T,IGNACIO M. ALTAMIRANO,19.439466,-99.147123,CALLE,HÉROES,27,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
85790,09DPR1451Y,PROFR. LUIS DE LA BRENA,19.457114,-99.142187,CALLE,NEPTUNO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
76274,-,SITE XOCONGO,19.421767,-99.130781,CALLE,INSURGENTES SUR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
76271,-,OFICINAS CENTRALES DE CONAFE,19.407921,-99.168649,CALLE,INSURGENTES SUR,421,B,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
76267,DFSSA003372,HOSPITAL PEDIÁTRICO PERALVILLO,19.4596,-99.1412,CALLE,TOLNAHUAT,14,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71344,-,TIENDA IMSS TACUBAYA 63,19.41928269,-99.17740112,CALLE,JOSÉ VASCONCELOS,26,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71343,-,VELATORIO NÚMERO 01 DOCTORES,19.415764,-99.15283401,CALLE,DOCTOR LUCIO,237,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71335,DFIMS000645,UNIDAD DE MEDICINA FAMILIAR 1 COLONIA ROMA,19.433,-99.1537,CALLE,ORIZABA,15,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71332,DFIMS000703,UNIDAD DE MEDICINA FAMILIAR 4 DOCTORES,19.433,-99.1537,CALLE,NIÑOS HÉROES,165,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71328,-,GUARDERÍA ORDINARIA G-0032 CUAUHTÉMOC,19.45276944,-99.14759167,CALLE,RICARDO FLORES MAGÓN,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71327,-,GUARDERÍA ORDINARIA G-0026 CUAUHTÉMOC,19.45266111,-99.14753056,CALLE,DEPORTIVO 5 DE MAYO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71326,-,GUARDERÍA ORDINARIA G-0023 CUAUHTÉMOC,19.42875355,-99.14831383,CALLE,BALDERAS,126-A,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71318,-,GUARDERÍA ORDINARIA M-002 CUAUHTÉMOC,19.43385278,-99.16403889,CALLE,VILLALONGIN,117,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71317,-,GUARDERÍA ORDINARIA G-0052 CUAUHTÉMOC,19.43705,-99.16796667,CALLE,FRANCISCO LORENZANA,10,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71316,-,GUARDERÍA ORDINARIA G-0046 CUAUHTÉMOC,19.43739402,-99.16059742,CALLE,GUILLERMO PRIETO,18,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71304,-,OFICINA DE ARCHIVO DE CONCENTRACIÓN,19.45783333,-99.15823889,CALLE,SABINO,45,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71055,-,SALA DE TELECOMUNICACIONES DE LA SECRETARÍA DE SALUD,19.42166667,-99.1752778,CALLE,LIEJA,7,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71038,DFSSA006061,CENTRO ESPECIALIZADO EN MEDICINA INTEGRATIVA,19.435798,-99.164336,CALLE,FRANCISCO DÍAZ COVARRUBIAS,23,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71037,-,DIRECCIÓN GENERAL DE TECNOLOGÍAS DE LA INFORMACIÓN DE LA SECRETARÍA DE SALUD,19.43,-99.1591667,AVENIDA,PASEO DE LA REFORMA,156,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
70791,09DPR2430S,FRANCISCO DIAZ COVARRUBIAS,19.456427,-99.138256,CALZADA,VALLEJO,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63766,09DJN0244T,XOCHIPILLI,19.420407,-99.135792,CALLE,5 DE FEBRERO,188,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63765,09DJN0471O,PAPALOAPAN,19.412204,-99.128379,CALLE,VILLAURUTIA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63764,09DJN0716S,MA. GUADALUPE DE ALBA,19.419324,-99.162735,CALLE,COLIMA,229,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63763,09DDI0001A,CENTRO DE DESARROLLO INFANTIL SEP NÚMERO 01 ROSAURA ZAPATA,19.423238,-99.158041,CALLE,PUEBLA,66,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63761,09DJN0751Y,LUIS TIJERINA ALMAGUER,19.428817,-99.169509,CALLE,RÍO EBRO,79,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63760,09DSN0005K,MARINA NACIONAL,19.439122,-99.130934,CALLE,REPÚBLICA DE ECUADOR,106,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63759,09DPR2343X,SARA MANZANO,19.438499,-99.129128,CALLE,DEL CARMEN,63,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63758,09DSN0073H,ERNEST RUTHERFORD,19.439196,-99.126531,CALLE,PLAZA TORRES QUINTERO,40,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63757,09DST0003X,ESCUELA SECUNDARIA TECNICA 3,19.44088,-99.128757,CALLE,AZTECAS,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63756,09DPR2485V,ABRAHAM CASTELLANOS,19.440532,-99.12894,CALLE,PLAZA DEL ESTUDIANTE,4,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63755,09DML0126D,CENTRO DE ATENCION MULTIPLE NO. 103,19.440869,-99.127588,CALLE,FLORIDA,10,SEGUNDO PISO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63754,09DJN0705M,BERTHA DOMINGUEZ,19.443491,-99.12969,CALLE,TENOCHTITLÁN,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63753,09DPR2345V,GUADALUPE CENICEROS DE ZAVALETA,19.439103,-99.129597,CALLE,REPÚBLICA DE BOLIVIA,56,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63752,09DPR2532P,JAIME NUNO,19.445167,-99.136921,CALLE,ALLENDE,120,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63751,09DPR2411D,DOLORES CORREA ZAPATA,19.445278,-99.137256,CALLE,JAIME NUNÓ,39,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63750,09DJN0701Q,MA. ELENA CHANES,19.44618,-99.134407,CALLE,FRANCISCO GONZÁLEZ BOCANEGRA,72,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63749,09DDI0021O,CENTRO DE DESARROLLO INFANTIL SEP NÚMERO 21 HANS CHRISTIAN ANDERSEN,19.448509,-99.130124,CALLE,JESÚS CARRANZA,85,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63748,09DPR2378M,LUIS G. LEÓN,19.447579,-99.132536,CALLE,PERALVILLO,51,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63747,09DJN0379H,MELCHOR OCAMPO,19.449334,-99.130604,CALLE,PEÑÓN,20,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63746,09DJN0703O,CAMPANITAS,19.45963,-99.124945,CALLE,MAPIMÍ,41,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63744,09DJN0826Y,LUZ OLIVEROS SARMINA,19.436187,-99.161237,CALLE,MIGUEL E.SCHULTZ,105,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63743,09DJN0831J,FEDERICO FROEBEL,19.444314,-99.157907,CALLE,SANTA MARIA LA RIBERA,64,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63742,09DPR2352E,PENSIONES,19.434525,-99.153477,CALLE,IGNACIO RAMÍREZ,6,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63740,09DJN0699S,AMADO NERVO,19.443849,-99.144539,CALLE,MOCTEZUMA,123,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63739,09DJN0281X,JOSE MARIA COVIAN MIMENZA,19.449382,-99.147268,CALLE,PLAZA ABASOLO,6,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63738,09DJN0698T,JAIME NUNO,19.446557,-99.137387,CALLE,FRANCISCO GONZÁLEZ BOCANEGRA,16,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63737,09DJN0723B,MTRO. LUIS G. SALOMA,19.406023,-99.136468,CALLE,JUAN HERNÁNDEZ Y DÁVALOS,144,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63736,09DJN0714U,CINCO DE MAYO,19.407074,-99.141279,CALLE,JOSÉ MARÍA BUSTILLOS,10,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63735,09DJN0719P,INES VILLARREAL,19.406963,-99.149233,EJE VIAL,3 SUR DOCTOR MORONES PRIETO,91,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63733,09DJN0697U,HERBERT SPENCER,19.441028,-99.146771,CALLE,HÉROES,53,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63732,09DPR2878H,REPUBLICA DE BOLIVIA,19.429581,-99.150978,CALLE,TRES GUERRAS,17,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63731,09DJN1190M,MTRA. YOLANDA BENITEZ GUTIERREZ,19.414272,-99.149822,CALLE,DOCTOR JIMÉNEZ,212,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63730,09DJN0712W,BENITO JUAREZ,19.408703,-99.159868,CALLE,JALAPA,290,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63729,09DJN0715T,DR. ALFREDO M. SAAVEDRA,19.405652,-99.159113,CALLE,TEHUANTEPEC,75,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63728,09DJN0745N,ISLANDIA,19.401837,-99.170613,AVENIDA,NUEVO LEÓN,268,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63727,09DJN0277K,ERASMO CASTELLANOS QUINTO,19.453769,-99.136747,AVENIDA,MANUEL GONZÁLEZ,108,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63726,09DJN0301U,CONSTITUCIÓN DE 1917,19.452485,-99.144272,AVENIDA,RICARDO FLORES MAGÓN,77,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63725,09DJN0210C,MELCHOR OCAMPO,19.454983,-99.141757,EJE VIAL,2 NORTE MANUEL GONZÁLEZ,252,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63724,09DJN0302T,JOSE MARIA LUIS MORA,19.454363,-99.144999,AVENIDA,GUERRERO,363,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63723,09DDI0007V,CENTRO DE DESARROLLO INFANTIL SEP NÚMERO 07 AGUSTINA RAMÍREZ RODRÍGUEZ,19.453192,-99.134083,AVENIDA,MANUEL GONZÁLEZ,86,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63722,09DML0054A,CENTRO DE ATENCION MULTIPLE NO. 85,19.456537,-99.13449,CALLE,TETRAZZINI,15,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63721,09DJN0108P,GALACION GOMEZ,19.46087,-99.133176,CALLE,TETRAZZINI,97,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63720,09DJN1119B,ESTANCIA JARDIN INFANTIL # 15 DIF,19.458275,-99.133134,CALLE,ARRIGO BOITO,69,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63719,09DST0002Y,ESCUELA SECUNDARIA TECNICA 2,19.439304,-99.140222,AVENIDA,CENTRAL,10,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
